"Date / Time","City","State","Shape","Duration","Summary","Posted"
"7/5/14 22:30","Goodletsville","TN","Circle","2.00 minutes","Don't know what it was.","7/11/14"
"7/5/14 22:30","Taylor","MI","Cylinder","15 minute","I saw four red/orange objects flying toward me when they got above me they went strait up out of sight within a few seconds.","7/11/14"
"7/5/14 22:30","Lexington","KY","Diamond","10 minutes","Amber-red diamond swarm of 4 succsessive sightings, each with infant trailing lights, seen over Lexington, KY.","7/11/14"
"7/5/14 22:30","Lockport","NY","Cylinder","4-5 minutes","Saw 6 red round objects high in the sky floating from west to east about 10:30PM 7/5/14.","7/11/14"
"7/5/14 22:30","East Islip","NY","Fireball","3 minutes","Bright orange fireball passing over Central Islip travelling in an East South Easterly direction at approximately 10:30 PM.","7/11/14"
"7/5/14 22:30","Grand Rapids","MI","","","On Saturday, July 5, 2014 I went to sit on my front porch in Grand Rapids Mi at about 10:30p.m. I was only out for a little while, when","8/1/14"
"7/5/14 22:25","Norwalk","OH","Unknown","20 seconds","I took the dogs out and happened to look up. I saw a red light with a halo around it.It was not a plane or helicopter. I was very f","7/11/14"
"7/5/14 22:20","Brooklyn Park","MN","Light","2 minutes","Very bright light came towards our house and then changed direction and slowly disappeared.","7/11/14"
"7/5/14 22:15","Quebec (Canada)","QC","Light","20 seconds","2 very fast moving soundless bright red lights heading SE over quebec city at 22:15 Saturday, July 5th.","7/11/14"
"7/5/14 22:15","Pottstown","PA","Fireball","1minute","Orange ball moved north, slowed and shifted east.","7/11/14"
"7/5/14 22:15","Springfield","MO","Fireball","1 minutes","Fireball north Springfield, Missouri.","7/11/14"
"7/5/14 22:15","Suwanee","GA","Disk","30 seconds","Was in the car and saw a bright blue and white light following the road at a low alt.","7/11/14"
"7/5/14 22:15","Harleysville","PA","Cylinder","2 minutes","Large bright orange object traveling SW to NE slowed and dimmed turning easterly, No sound or strobe.","7/20/14"
"7/5/14 22:13","Elk Grove Village","IL","Circle","29 minutes","07-05-2014 red glowing circles.","7/20/14"
"7/5/14 22:05","Harrington","WA","Light","8-10 seconds","Peculiar single light seen coursing to the northeast through broken clouds, for approximately 10 seconds.","7/11/14"
"7/5/14 22:05","Seneca","MO","Oval","3 minutes","Weird orange oval light in sky.","7/11/14"
"7/5/14 22:03","Albany","OR","Light","10 seconds","Unknown object (light) seen over Albany, Oregon on July 5th, shortly after 10 pm.","8/1/14"
"7/5/14 22:00","Saugus","MA","Triangle","Seconds","Speeding Triangular object in Sagus, MA.","7/26/14"
"7/5/14 22:00","Wilkes-Barre","PA","Oval","2 minutes","I saw 4 red lights. flying slow over the mountain in a line they were flying south to north.","7/11/14"
"7/5/14 22:00","Saugus","MA","Other","1 minute","2 small orange glowing craft making no noise.","7/11/14"
"7/5/14 22:00","Old Bridge","NJ","Light","15 minutes","Saw 9 red lights going across sky not blinking or making any sound. Most came by one at a time except for two which were side by side.","7/11/14"
"7/5/14 22:00","Wallingford","CT","Fireball","20 seconds","Large burning object heading north going much faster than aircraft.","7/11/14"
"7/5/14 22:00","Detroit","MI","Sphere","5 minutes","Saw something moving across the sky, like a red glow, but yellow at the same time my girl friend thought maybe it was a small plane.","7/11/14"
"7/5/14 22:00","Suwanee","GA","Light","3 minutes","Two separate red lights, bright red center, like orbs, flew over back yard trees, slowly with no sound.","7/11/14"
"7/5/14 22:00","Brentwood","TN","Formation","15 minutes","V-shaped formation with cylinder like structures.","7/11/14"
"7/5/14 22:00","Lanett","AL","Fireball","3 minutes","Red light not blinking at altitude moving fast then dissappearing all at once sfter passing over.","7/11/14"
"7/5/14 22:00","Williamstown","VT","Fireball","20 seconds","Bright orange fire ball.","7/11/14"
"7/5/14 22:00","Norwalk","CT","Fireball","10 minutes","Fireball floating west to east.","7/11/14"
"7/5/14 22:00","Johnsburg","IL","Fireball","5 minutes","Fireball over Johnsburg.","7/26/14"
"7/5/14 21:57","Reading","PA","Other","3 minutes","We saw and object with red orange lights hovering.","7/11/14"
"7/5/14 21:53","St. Peters","MO","Circle","3 minutes","Orange glowing object, moves towards me, light goes out I clearly see something circular above me.","7/11/14"
"7/5/14 21:49","El Monte","CA","Changing","3:00 minutes","An object that looked like Mars bright red and orange sides.","7/11/14"
"7/5/14 21:48","Cumming","GA","Triangle","continuous","Odd triangle shaped craft with blue and clear lights.","7/11/14"
"7/5/14 21:45","Columbus","OH","Fireball","5 minutes","Reddish orbs flying low altitude Columbus, OH.","7/11/14"
"7/5/14 21:45","Madison","IN","Light","35 minutes","Strange red and green lights shaped and hovering.  ((NUFORC Note:  Possible ""twinkling"" star?  PD))","7/11/14"
"7/5/14 21:40","Philadelphia","PA","Circle","60-90 seconds","Orange ball of light appears, drops an object, and leaves.","7/11/14"
"7/5/14 21:35","Fairless Hills","PA","Circle","15 minutes","Driving south bound business route 1(Lincoln highway) look up in the SW sky and noticed 3 lights in a triangle pattern.","8/8/14"
"7/5/14 21:35","Cherry Hill","NJ","Fireball","1 minute","Bright orange fireball seen traveling across night sky from Cherry Hill, NJ, traveling at pretty fast speed.  No sound involved.","7/11/14"
"7/5/14 21:30","Philadelphia","PA","Sphere","5 minutes","Small orange orb flew from ground and over head.","7/11/14"
"7/5/14 21:30","Corpus Christi","TX","Fireball","10 minutes","4 glowing fire like spheres in the sky.","7/11/14"
"7/5/14 21:30","State College","PA","","9 minutes","Multiple flying orange objects.","7/11/14"
"7/5/14 21:30","Windham","NH","Fireball","25 seconds","Fireball sphere seen at Canobie Lake moving over the trees.","7/11/14"
"7/5/14 21:30","Menifee","CA","Light","3 minutes","Colorful ufo.","7/11/14"
"7/5/14 21:25","Nashua","NH","Circle","3-4 minutes","Bright orange large slow moving object flying over Nashua, NH.","7/11/14"
"7/5/14 21:25","Nashua","NH","Circle","4 minutes","Massive Orange Craft Hovering and then flying away making no noise in Nashua, NH.","7/11/14"
"7/5/14 21:20","Pittsburgh","","Fireball","3 minutes","Several fireballs (8 or more) moving NE in Pittsburgh.","7/11/14"
"7/5/14 21:15","Greenville","IL","Sphere","15 seconds","Fast moving amber sphere headed north, turned west and then disappeared.","7/11/14"
"7/5/14 21:15","West Reading","PA","Cylinder","Continuous","Orange oblong light hovering what seems to be above the moon. There is a haze causing the moon to appear blurry.","7/11/14"
"7/5/14 21:15","Billerica","MA","Fireball","15-20 minutes","Three glowing red yellow fireballs without tails sailing straight over house same route.","7/11/14"
"7/5/14 21:15","Harford County","MD","Triangle","90 minutes","There were triangle flying things, and a round thing blocking the top tip of the half moon.","7/11/14"
"7/5/14 21:05","Holbrook","NY","Sphere","3 minutes","3 orange globes in Holbrook, NY, sky.","7/11/14"
"7/5/14 21:05","San Diego","CA","Diamond","1-2 minutes","Three diamond shaped objects sighted moving SW of Lindbergh Field.","7/11/14"
"7/5/14 21:00","Lake Oswego","OR","Fireball","10 minutes","A large fireball that looked like a blimp and gradually got smaller until it disappeared.","7/11/14"
"7/5/14 21:00","Bristol","RI","Light","hour","Light flying across sky.","7/11/14"
"7/5/14 21:00","Fairhaven","MA","Light","5 minutes","Three Silent Lights Spotted in Fairhaven, MA.","7/11/14"
"7/5/14 21:00","Bovey","MN","Sphere","2 minutes","Solid black orb steadily floating along the horizon during sunset.","7/11/14"
"7/5/14 21:00","","IN","","5","((HOAX??))  Orange fireball in sky.","7/11/14"
"7/5/14 21:00","Harrisburg","","","10 minutes","UFO zipped around above the fireworks then hovered multiple times. Very fast.","7/11/14"
"7/5/14 20:58","Furlong","PA","Oval","5 minutes","An oval-shaped object red and pink hovered for approximately 2 minutes then began traveling NE and slowly upward at the same time.W","7/11/14"
"7/5/14 20:45","Portage","IN","Formation","20 minutes","At least 16 red orbs were moving in an angular pattern eventually dispersing. The pattern would change periodically.","7/11/14"
"7/5/14 20:25","Salisbury","MD","Circle","4-5 minutes","We were sitting on the patio when we saw two orange circles at approx 1500-2000 feet. flying objects.Objects were flying west to ea","7/11/14"
"7/5/14 20:16","Westminster","CA","Cylinder","2-3 minutes","Object in the sky, Saturday July 5, 2014, 20:16-20:19 PM  From Edwards Blvd in Westminster, CA, in a car traveling N. between Bo","7/11/14"
"7/5/14 19:30","Rochester","NY","Circle","2 minutes","Rotating cylinder over Rochester, NY city center.","7/11/14"
"7/5/14 17:00","Gouldsboro","PA","Cigar","10 minutes","6 cigar shaped objects moving around to the left of the moon.","7/11/14"
"7/5/14 17:00","Clermont","FL","Circle","3 minutes","3 red dots formed a triangle faded away and then came back.","7/11/14"
"7/5/14 16:00","Maumee","OH","Sphere","10-15 seconds","It made a u-turn toward my direction, then it made a 90 degree turn to the North.","8/8/14"
"7/5/14 11:30","Lafayette","IN","Sphere","2 minutes","Ball of fire looking object turned into small white light then dissapeared.","7/11/14"
"7/5/14 11:10","Three Oaks","MI","Oval","2-3 minutes","I saw a flame, orange roughly circular object flying very low, slow and quiet.","7/11/14"
"7/5/14 11:00","Chester","VA","Light","20 seconds","I saw an extremely bright white light suddenly appear almost overhead. My wife and her sister were with me.","7/11/14"
"7/5/14 10:40","Port Jefferson Station","NY","Circle","4 minutes","Saw what appeared to be a shooting star that just continuously kept moving through the sky slowly, twice.","7/11/14"
"7/5/14 10:30","Loron","VA","Circle","15 mins","Red light hovering in circles at high speed.","7/11/14"
"7/5/14 10:00","Coram","NY","Oval","10:25PM","Red oval ships moving West to East over Old Town Road slowly arching up then moving like lightening away.","7/11/14"
"7/5/14 08:30","Steam Corner","IN","Fireball","~5 minutes","8-10 orange orb sighted on RT 41 near Turkey Run State Park; most likely Chinese lanterns.","8/1/14"
"7/5/14 02:11","Raleigh","NC","Light","10 minutes, Currently sti","Two lights sighted over N Raleigh, 1 Red and 1 white  that appears to join together then separate at random intervals.","7/5/14"
"7/5/14 02:00","Massapequa Park","NY","Sphere","2 minutes","Viewed 2 glowing spheres that traveled at a constant speed going at around 30 mph heading east.","7/11/14"
"7/5/14 01:00","Little Rock","AR","Circle","30-60 minutes","Huge moon shaped object appears during or before and during power outage.","7/11/14"
"7/5/14 00:45","Booneville","KY","Chevron","8 minutes","A few hours after first sighting the same or similar craft appeared again in same area. Entering into sight from treeline and hovering.","7/5/14"
"7/5/14 00:30","Xenia","OH","Fireball","5 minutes","Erratic moving orange ball of light across the sky that completely stopped then disappeared.","7/5/14"
"7/5/14 00:12","Harrington","WA","Oval","35 minutes","Two of my acquaintances were on their way back into Harrington from a trip we were on. I at this point was in another vehicle then the","7/11/14"
"7/5/14 00:00","Central Islip","NY","Unknown","","I and my family we're talking in the back yard on my deck when we saw these reddish, orangy lights. Flying in a formation.","7/11/14"
"7/5/14 00:00","Waterford","MI","Sphere","1 hour","Multiple UFOs over 1 hour period of time.","7/5/14"
"7/5/14 00:00","Millington/Clio","MI","Circle","1 hour","Circular orbs making no sound, flying low and moving up in speed and altitude.","7/11/14"
"7/4/14 23:41","Wichita","KS","Light","3 minutes","1/2 mile straight east of McConnel AFB Wichita. Round SILENT solid dark, round, red object moved straight north from straight south no","7/5/14"
"7/4/14 23:38","North York (Canada)","ON","Circle","30 second","Possible UFO sighting East sky of North York (GTA) Ontario.","7/5/14"
"7/4/14 23:36","Albany","NY","Sphere","30 seconds?","The 4 of us saw a silent glowing ball of light cross sky. was bigger / brighter than plane.","7/5/14"
"7/4/14 23:35","Vancouver","WA","Circle","2 minutes","Unknown object displaying unusual flight characteristics.","7/5/14"
"7/4/14 23:30","Rowlett, Sachse/Garland","TX","Sphere","1-2 minutes","Two crafts, bright lights, and no sound. 3 witnesses.","7/11/14"
"7/4/14 23:30","Redmond","OR","Fireball","2 minutes","Red light in oregon sky's.","7/11/14"
"7/4/14 23:30","Kent","WA","Light","5 minutes","Dominating red light seen twice, then 8 more white, yellow, and orange colored lights were moving in formations, then each disappeared.","7/5/14"
"7/4/14 23:30","Austin","TX","Light","30 minutes","On 4th of July, 2014 1130ish pm a friend and I we're playing a night game of disc golf.","7/11/14"
"7/4/14 23:30","Boulder/Lafayette","CO","Formation","5-10 minutes","Formation of 4. Greenish white; Flying ""V"" & pyramid shape displayed.","7/5/14"
"7/4/14 23:25","Broadlands","VA","Oval","3 minutes","We were on the deck and all the fireworks had stopped.  Beautiful, clear evening. Someone said look and we thought this perfectly symme","7/11/14"
"7/4/14 23:25","Gun Barrel City","TX","Light","45-60 seconds","4 horizontal lights orange moved slowly but clearly all apart of one ""craft"" 3 quarter in.","7/5/14"
"7/4/14 23:19","Havre","MT","Circle","10 minutes","5 unusual round objects in the air lasting about 10 minutes.","7/11/14"
"7/4/14 23:18","Baldwin Park","CA","Light","2 minutes","Moving blinking bright to dim object heading towards mountains, seen from Baldwin Park, CA.","7/5/14"
"7/4/14 23:15","Cottleville","MO","Fireball","2 minutes","13 Red firelike objects in the sky in a staggered formation above Cottleville, Missouri.","7/5/14"
"7/4/14 23:15","Lockport","NY","Circle","90 seconds","An orange glowing, fiery light, large or close, flying in a south easterly direction.","7/5/14"
"7/4/14 23:05","Ferndale","WA","Light","4 minutes","Slow-moving orangish-red lights over Whatcom County, Washington.","7/11/14"
"7/4/14 23:03","Union","OH","Circle","10 minutes","Initially saw five orange ball-shaped objects in a straight line, low in the sky.  Each one continued to travel in a straight line.","7/11/14"
"7/4/14 23:03","Bolivar","MO","Other","2 minutes","Elliptical shaped fireball.","7/11/14"
"7/4/14 23:01","Pittsfield","MA","Other","2 minutes","Gliding at fixed pace/position, small point of light gradually grew brighter causing object to appear significantly larger than stars,","7/5/14"
"7/4/14 23:00","La Mirada","CA","Sphere","2 minutes","I saw a glowing Red and Yellow Sphere at the inner sections of La Mirada Blvd and Rosecrans, La Mirada CA. .","7/11/14"
"7/4/14 23:00","Fort Wayne","IN","Flash","2 minutes","A red flashing object seen by by 3 people in Fort Wayne.","7/11/14"
"7/4/14 23:00","Homer Glen","IL","Oval","5 minutes","Bright red and orange, traveling in line, silent, able to hover and went straight up and disappeared.","7/5/14"
"7/4/14 23:00","Eugene","OR","","2.5 minutes","ORANGE CYLINDER OVER EUGENE ON THE 4th.","7/11/14"
"7/4/14 23:00","Saint John","KS","Unknown","10 minutes","Red lights in sky for 10 minutes.","7/5/14"
"7/4/14 23:00","Tinley Park","IL","Circle","60 seconds","No sound, two circular orbs following eachother then disapeared.","7/5/14"
"7/4/14 23:00","Elk Grove","CA","Unknown","15 minutes","Multiple satellite-like craft with light beams over Elk Grove/Sacramento.","7/20/14"
"7/4/14 23:00","Brookfield","IL","Diamond","1-2 minutes","Flying in a diamond formation, four diamond shaped lights moved from East to Northwest sky.","7/11/14"
"7/4/14 23:00","Hubbard","OH","Fireball","5 minutes","2 Fire Orange Crafts fly over Hubbard, Ohio.","7/5/14"
"7/4/14 23:00","Kelso","WA","Disk","30 minutes","UFO's watch Kelso, Washington, fireworks.","7/11/14"
"7/4/14 23:00","Beaver Lake","AR","Circle","1/2 minute","Rogers, AR, July 4, 2014, Orange sphere traveling at in excess of 3000 mph from south to north over Beaver Lake.","11/6/14"
"7/4/14 23:00","Linden","NJ","Light","20 minutes","4 Bright Orange/Yellow balls of light keeping the same path 3 minute intervals, no noise, west to south.","7/11/14"
"7/4/14 23:00","Chicago","IL","Fireball","15 minutes","4 unidentified red light objects disappeared & reappeared in different spots of the sky.","7/11/14"
"7/4/14 23:00","Orland Park/Bridgeview (between)","IL","Egg","30 minutes","Egg shaped objects in group formation of 2 heading west across Harlem Ave Apprx 14 seen.","7/5/14"
"7/4/14 23:00","La Porte","IN","Fireball","3-5 minutes","Fireball slowly moving across south sky from east to west, slowly descending, until fades out of view.","7/11/14"
"7/4/14 23:00","Waukegan","IL","Fireball","1 hour","SAW 3 FIREBALLS COME FROM LAKE OVER FIREWORK VIEWING AREA. TWO RIGHT BEFORE ONE DURING FIREWORK SHOW AND FLY RIGHT ABOVE THE FIREWOR","7/5/14"
"7/4/14 23:00","Evansville","IN","Light","5 minutes","3 Bright Orange balls of light keeping the same path.","7/5/14"
"7/4/14 23:00","Mobile","AL","Sphere","2 minutes","Red glowing sphere in night sky of our backyard.","7/11/14"
"7/4/14 23:00","Creswell","OR","Light","2 minutes","Bright red-orange light seen moving slowly, silently, first south, then east, no gain/loss in altitude. 4 witnesses. 2-3min observation","12/5/14"
"7/4/14 23:00","Hillsboro","OR","Light","30 minutes","7 red lights.","7/5/14"
"7/4/14 23:00","Stow","OH","Unknown","3 minutes","Reddish Orange low altitude crafts in uniform flight pattern","7/5/14"
"7/4/14 23:00","Howell","MI","Disk","5 minutes","Bright orange/red plazma field surrounds outside of craft, with alternating color lights on bottom.","7/5/14"
"7/4/14 23:00","Whidbey Island (Holmes Harbor)","WA","Fireball","20 minutes","Red orbs in sky, brighter than planes, moving from Boeing area in Everett toward eastern horizon.","7/20/14"
"7/4/14 22:55","Greeenwood","IN","Unknown","3 minutes","Watching fireworks something went accross the sky very fast.","7/5/14"
"7/4/14 22:51","Tarrytown","NY","Sphere","3 minutes","Bright Blue Orb seen during 4th of July Fireworks display","11/14/14"
"7/4/14 22:50","Kirkland","WA","Circle","30 seconds","Small orange/yellow light moving slowly for 30 secs, but no satellites shown to be in the area at time.","7/5/14"
"7/4/14 22:50","Akron","OH","Light","5 minutes","Multiple Reddish lights over north Akron.","7/5/14"
"7/4/14 22:50","Louisville","KY","Unknown","15 minutes","Mutable aircraft flying in somewhat of a formation radiating a orange glow. No beacon lights nor any white lights at all was noted. The","7/5/14"
"7/4/14 22:45","Garden Grove","CA","Circle","15 minutes","Garden Grove, California, July 4, 2014.  8 orange orbs (circles) one at a time across the sky then gone.","7/20/14"
"7/4/14 22:45","Shelbyville","IN","Light","5 minutes","Seen a orange round light in the sky. Watched it for about 5 min until it disappeared.","7/5/14"
"7/4/14 22:45","Louisville","KY","Fireball","2 minutes","It was three fire ball looking things that all came from different directions n then all the sudden went. N disapared in same spot but","7/5/14"
"7/4/14 22:45","Nampa","ID","Light","5","Bright red lights in the sky moving from west to east then fading away.","7/5/14"
"7/4/14 22:45","Knoxville","TN","Light","2 minutes","3 Bright orange lights in triangular formation moving 20 mph (no sound).  Seen by 12 people, directly in front of us.","7/11/14"
"7/4/14 22:45","Chillicothe","OH","Circle","5 minutes","Two orbs over Chillicothe, OH.","7/5/14"
"7/4/14 22:40","Victorville and Palmdale (between)","CA","Light","10 minutes","A light source that was dropping lights out the bottom, they were not flares.","7/5/14"
"7/4/14 22:39","Raymore","MO","Fireball","30 seconds","I was outside smoking when a bright small yellow orb light went over my yard, there also was  airplane going east. after the plane was","7/5/14"
"7/4/14 22:38","Fenton","MO","Triangle","5 minutes","Huge Craft spotted over Gravois Bluffs in Fenton Missour July 4th 2014.","7/20/14"
"7/4/14 22:30","Monroe","MI","Light","3-5 minutes","Orange/Yellow lights over SE Michigan.","7/5/14"
"7/4/14 22:30","Port Huron","MI","Light","5 minutes","3 white lights hovering then slowly diminished one by one.","7/11/14"
"7/4/14 22:30","Lynnwood","WA","Circle","15 minutes","Two High balls of Orange light southwest of Seattle on 4th of July about 10:30pm.","7/11/14"
"7/4/14 22:30","Great Falls","MT","","1:00","Bright white orange yellow orb.","7/20/14"
"7/4/14 22:30","Judsonia","AR","Cylinder","10 minutes","Multiple, fire orange cigar shapes, moving slow and low.  Large.","7/5/14"
"7/4/14 22:30","Culpeper","VA","Disk","5-6 minutes","2 UFO's with redish/orange lights floating above me.","7/5/14"
"7/4/14 22:30","Eldersburg","MD","Circle","7 minutes","We were on the back deck watching the fireworks,  20 minutes after they were done, saw 5 round orange orbs floating horizontally across","7/5/14"
"7/4/14 22:30","Loon Lake","WA","Sphere","30 minutes","5 circular orange objects observed from west shore of Loon lake, WA.","7/5/14"
"7/4/14 22:30","Blacklick","OH","Circle","30 minutes","A white/red flashing circular object flying on a highly irregular trajectory.","7/5/14"
"7/4/14 22:30","St. Petersburg","FL","Fireball","5-7 minutes","Two redish orange balls hovered over northern sky then both disappeared.","7/11/14"
"7/4/14 22:30","Evansville","IN","Light","15-25 minutes","15-20 supposed aircraft seen flying in sky traveling from East to Southwest with several red/orange lights (not blinking) and no noise.","7/11/14"
"7/4/14 22:30","Lynchburg","VA","Triangle","10 minutes","Orange triangular object flying around Lynchburg","7/11/14"
"7/4/14 22:30","Houston","TX","Fireball","5 minutes","Observed slow moving orange ball/orb in southern sky, approximately over downtown Houston, appearing in a slow trajectory to the east/s","7/5/14"
"7/4/14 22:30","Mooresville","NC","Teardrop","30-45 minutes","Orange lights over Mooresville, NC.","7/11/14"
"7/4/14 22:30","Clinton Township","MI","Fireball","2 minutes","I was watching fireworks out of my window, and I noticed what appeared to be an orange light above me, to the SSW. I stared at it, to m","7/5/14"
"7/4/14 22:30","Culpeper","VA","Disk","5-6 minutes","2 UFO's with redish/orange lights floating above me.","7/11/14"
"7/4/14 22:30","Boylston","NY","Triangle","30 minutes","Strange triangle of lights in the sky.","7/5/14"
"7/4/14 22:30","Bay Shore","NY","Circle","30 seconds","Orange orb traveling west to east, very distinct glow.","7/11/14"
"7/4/14 22:30","Livonia","MI","Fireball","25-30 seconds","Red-Orange stationary light accompanied by moving white light.","7/11/14"
"7/4/14 22:30","Port Orchard","WA","Rectangle","5-10 seconds","Bright yellow with amber center seen over Port Orchard, Wa.","7/11/14"
"7/4/14 22:30","Aurora","CO","Formation","10 minutes","White dots over Aurora.","7/5/14"
"7/4/14 22:30","Ridgway","PA","Circle","2 minutes","Orange orb spotted in Ridgway, Pa with color change due to nearby fireworks.","7/5/14"
"7/4/14 22:30","St. Petersburg","FL","Circle","5 minutes","Two, reddish orange balls appeared in the northern sky over St. Petersburg,  FL.","7/20/14"
"7/4/14 22:30","Richfield","WI","Fireball","30 minutes","12 red lights all in straight line formation 30 miles north west of Milwaukee, WI.","7/5/14"
"7/4/14 22:29","Louisville","KY","Sphere","Several minutes","Bright red glowing sphere over louisville on the 4th of July - 2014.","7/11/14"
"7/4/14 22:26","Booneville","KY","Circle","10 minutes","Red orange circular light seen drifing across sky that changed directions multiple times from left to right in a large s pattern. It th","7/5/14"
"7/4/14 22:25","Issaquah","WA","Light","3 minutes","Saw orange light move erratically in the night sky.","7/5/14"
"7/4/14 22:25","Chicago","IL","Circle","2.4 minutes","Orange, pulsating object zooming across Chicago sky.","7/5/14"
"7/4/14 22:23","Bellingham","WA","Sphere","~2 minutes","An orange ""fireball"" hovered in sky for a few minutes above and to the left of fireworks before disappearing.","7/5/14"
"7/4/14 22:20","Spanaway","WA","Fireball","3.000","Washington State 4th of July UFOS.","7/5/14"
"7/4/14 22:20","Acworth","GA","Light","10 minutes","3 red/orange lights were moving in line with one slowly distancing from the other 2.  They disappeared without fading away.","7/11/14"
"7/4/14 22:17","Crown City","OH","Circle","15 minutes","Multiple reddish orange flying orbs in night sky during fireworks.","7/5/14"
"7/4/14 22:16","Half Moon Bay","CA","Sphere","0-5 minutes","Bright orange circular orb.","7/5/14"
"7/4/14 22:15","Anderson","SC","Sphere","2-3 minutes","Red orange ball of light.","7/11/14"
"7/4/14 22:15","Seattle","WA","Other","15 seconds","Large fiery mass descends and breaks apart over Seattle July 4th, 2014.","7/5/14"
"7/4/14 22:15","Hamilton","OH","Fireball","1 minute","Orange-red flaming orb travelling constant speed, direction and altitude.","7/11/14"
"7/4/14 22:15","Dublin","OH","Oval","2 minutes","Glowing Pumpkin-Colored Oval Craft Stationary in Sky at Dublin, Ohio July 4th Fireworks.","7/11/14"
"7/4/14 22:15","Supulpa","OK","Light","3 minutes","3 Red orbs hovering then disappeared.","7/11/14"
"7/4/14 22:15","Glen Burnie","MD","Light","10 minutes","Spotted circular orange light fly from one side of the sky to the other.","7/11/14"
"7/4/14 22:15","Altoona","PA","Unknown","5 minutes","We were getting ready to watch fireworks and we saw something red flying through the air. It had no flashing lights but was flying in a","7/5/14"
"7/4/14 22:08","Ashland","KY","Unknown","3 minutes","Single bright orange light moving in a straight line across the sky for about 3 minutes.","7/5/14"
"7/4/14 22:05","San Jose","CA","Light","5:00","Four Red Light over Los Gatos, CA.","7/5/14"
"7/4/14 22:05","Upper Arlington","OH","Sphere","10 minutes","Unusually dark red stationary light in eastern sky with irregular green flashing light seen during fireworks.","7/11/14"
"7/4/14 22:05","Surfside","SC","Sphere","1 hour","Multiple orange/red spheres over ocean. Seemed to fly to one spot in sky and then fade out.","7/5/14"
"7/4/14 22:05","Coos Bay","OR","Light","5-10 seconds","Bright orange point of light travelling very fast across sky .","7/11/14"
"7/4/14 22:05","Birmingham","AL","Fireball","2 minutes","2 fireballs floated from opposite side of lake 50 meters over head. Crossed over our heads and disappeared 30 meters passed us. Objects","7/5/14"
"7/4/14 22:05","Pennsburg","PA","Sphere","3-5 minutes","7 Witnesses View Four Strange Identical Orange Colored Orbs Traveling In Succession North to East.","7/11/14"
"7/4/14 22:00","Stillwater","MN","Circle","30-60 seconds","Orange light over Stillwater following the St. Croix River North (toward Forest Lake)","7/20/14"
"7/4/14 22:00","Dubuque","IA","Fireball","1 minute","Fireball shot across the sky with a Northern trajectory.","7/11/14"
"7/4/14 22:00","West Branch","IA","Cylinder","6 minutes","3 red lights 1 bright white one and 1 dim white one.","7/5/14"
"7/4/14 22:00","Seattle","WA","Sphere","5-10 minutes","3 red orbs over Lake Union before Fireworks.","7/11/14"
"7/4/14 22:00","Denver","CO","Disk","Not sure","I caught a picture of a disc!!!","7/20/14"
"7/4/14 22:00","Bantam","CT","Other","1 hour","2 moving lights, floating around in yard,slowly moved back and were flashing, like a strobe, also cluster of lights in trees above","7/5/14"
"7/4/14 22:00","Lohman","MO","Light","1 minute (happened twice)","Orange shape moving slowly across the sky in a straight direction at the treeline.","7/5/14"
"7/4/14 22:00","Seattle","WA","Fireball","5 minutes","Two fiery objects high in the sky before fireworks display.","7/5/14"
"7/4/14 22:00","Babylon","NY","Fireball","20 minutes","Bright consistently glowing reddish orbs,about twenty of them, traveling approximately 2,000 mph from west to east along the southern e","7/5/14"
"7/4/14 22:00","Emmaus","PA","Egg","5 minutes","1 large egg shaped, very bright orange/yellow ball like thing moving steadily towards the south.  Disappeared over the mountain.","7/11/14"
"7/4/14 22:00","Franklin Square","NY","Light","30 minutes","Bright yellow object moving horizontally.","7/5/14"
"7/4/14 22:00","Edinboro","PA","Circle","45 seconds","Red, fire like ball seen over Edinboro, Pa.","7/5/14"
"7/4/14 22:00","Osceola","IN","Light","65 minutes","Orange lighted objects flying in the sky.","7/5/14"
"7/4/14 22:00","Louisburg","KS","Fireball","15 minutes","13 flaming objects floated over house in no formation coming from the southeast to the northwest.","7/11/14"
"7/4/14 22:00","Lakeland","FL","Circle","2 minutes","2 orange globes moving slowly over Lakeland, FL.","7/20/14"
"7/4/14 22:00","O'Fallon","MO","Teardrop","20 minutes","Seven red-orange lantern-like orbs, 5 initially in V-formation, hovered over O'Fallon MO after 10:00 p.m. July 4, 2014.","7/5/14"
"7/4/14 22:00","Newark","DE","Circle","20 minutes","We were watching the fireworks, when we noticed this thing in the sky flashing green & red lights. At first I thought it was just a hel","7/5/14"
"7/4/14 22:00","Sanford","FL","Fireball","2 minutes","2 fireball looking orange balls, perfectly aligned moved across the sky.","7/5/14"
"7/4/14 22:00","Johnstown","PA","Unknown","2-3 minutes","My brother and I had been walking outside of our apartment. Overhead, he and I picked up on at least 4 red/gold (perhaps orange) lit-up","7/5/14"
"7/4/14 22:00","Sandusky","OH","Fireball","5-10","S/E moving N/W one bigger dropping smaller lighted objects, 2nd higher up, stopped changed directions & then went south and vanished in","7/5/14"
"7/4/14 22:00","Withamsville","OH","Fireball","20 minutes","Fireballs and disk shaped object…….","7/5/14"
"7/4/14 22:00","Seattle","WA","Sphere","1 minute","Three orange orbs in triangle shape hover then move across sky in a line.","7/5/14"
"7/4/14 22:00","Seattle","WA","Triangle","10 minutes","Three orange lights, triangle formation over Seattle.","7/11/14"
